Brand,Model,Year,Mileage_kmpl,Engine_CC,Horsepower,Fuel_Type,Transmission,Owner_Type,Color,City,Kms_Driven,Insurance_Valid,Service_History,Accidents,Tax_Paid,Number_of_Doors,Seats,Registration_Age,Price
Audi,Q3,2005,17.19672724,1571.695434,,Diesel,Manual,Third,Silver,Ahmedabad,249780,0,1,1,1,4,5,20,1118860.309
Nissan,Sunny,2008,15.69870202,1584.904773,127.3006633,Petrol,Automatic,First,Silver,Bangalore,388586,1,0,0,1,4,5,17,226694.4345
Kia,Seltos,2005,23.14296148,1682.655698,139.4730905,Petrol,Manual,First,Silver,Pune,164200,1,1,0,1,4,5,20,756006.6679
Tata,Nexon,2015,,,161.2029633,Petrol,Manual,Third,,Ahmedabad,191390,1,1,1,1,4,7,10,527648.4162
Kia,Carens,2006,23.98776659,2212.16716,200.60147,Petrol,Automatic,Second,,Pune,141607,1,1,2,1,5,5,19,336215.4146
Volkswagen,Polo,2016,12.69652036,1503.029357,98.66604913,Hybrid,Manual,First,Silver,Chennai,172188,1,0,1,1,5,5,9,549422.9926
Skoda,Octavia,2002,27.79103882,935.068405,85.97831043,Hybrid,Manual,Second,Brown,,472236,1,1,2,1,4,5,23,50000
Honda,Civic,2016,22.54883369,1676.535765,140.4257486,Petrol,Automatic,First,Brown,Kolkata,123318,1,0,0,1,5,5,9,547502.1756
Mahindra,XUV700,2014,19.76076793,1777.390337,136.5224994,Diesel,Manual,Second,Black,Mumbai,173591,1,0,0,1,4,7,11,568563.2998
Toyota,Camry,2011,17.97916742,1074.603356,93.03454552,Diesel,Manual,First,Brown,,302008,0,1,1,0,4,5,14,769748.299
Ford,Endeavour,2019,16.50855543,1450.318911,127.3194079,Petrol,Automatic,Second,Silver,Hyderabad,41034,1,1,1,1,5,5,6,1355763.58
Hyundai,Verna,2014,16.84476933,,75.22426528,Petrol,Manual,First,Brown,Kolkata,92312,1,1,0,1,4,5,11,890360.7275
BMW,X1,2001,23.01261641,1702.965496,130.7415296,Diesel,Manual,Second,Brown,Delhi,558528,1,1,2,0,4,2,24,1563117.659
Skoda,Slavia,2006,22.02353178,969.0792503,71.70225211,Diesel,Manual,Third,Red,Mumbai,398525,1,1,0,1,4,7,19,50000
Skoda,Slavia,2015,11.49429968,1166.535923,85.00087743,Hybrid,Automatic,Second,Brown,Chennai,211570,1,0,0,1,4,4,10,926257.7815
Skoda,Octavia,2018,19.51584362,2817.964434,212.7155071,Diesel,Manual,Fourth+,Red,Bangalore,114387,1,0,0,1,4,5,7,616712.9994
Toyota,Corolla,2019,18.77955017,,78.87488099,Diesel,Automatic,First,Black,,148290,1,1,0,1,4,5,6,411794.0185
Mercedes,E-Class,2020,17.13567073,1149.529436,113.5075493,Diesel,Manual,First,Silver,Ahmedabad,113110,1,1,0,1,5,5,5,2632988.642
Toyota,Corolla,2000,21.58465496,1269.936048,122.6814663,Petrol,Automatic,First,Silver,Kolkata,516800,1,1,0,0,4,7,25,401730.8784
Toyota,Camry,2008,20.19343444,902.7426225,64.19395015,Electric,Automatic,Third,Grey,Pune,91528,1,0,1,0,4,7,17,501806.6097
Mahindra,Scorpio,2014,17.10579451,957.8361569,69.06198538,,Automatic,First,Grey,Bangalore,147906,0,1,0,1,4,5,11,837976.5936
Volkswagen,Virtus,2009,11.90947604,1128.160271,94.63547924,CNG,Manual,First,Grey,Kolkata,223696,1,1,0,1,5,5,16,744306.5648
Nissan,Kicks,2009,8.254474828,1169.225731,122.5702877,Diesel,Manual,Second,Blue,Pune,84352,1,1,1,1,4,5,16,78963.59407
Hyundai,Verna,2004,17.9984586,1189.976716,116.5870919,Petrol,Manual,Second,Silver,Bangalore,109830,1,0,0,1,5,5,21,214915.9219
Mahindra,XUV700,2018,20.83981583,1049.319296,107.3451554,Electric,Manual,Second,White,Chennai,90951,1,1,3,1,5,5,7,731306.5028
Audi,Q5,2017,12.97576265,1525.633177,,Diesel,,First,Brown,Bangalore,197568,0,1,0,1,4,5,8,3295501.031
Kia,Seltos,2017,16.32405748,1534.149883,124.6604208,Diesel,Automatic,First,Blue,Chennai,881640,1,1,1,0,4,7,8,5908522.507
Mahindra,Scorpio,2021,15.95932266,2262.151049,,Petrol,Manual,Third,Brown,Bangalore,41292,1,0,1,1,4,5,4,989960.6226
Tata,Harrier,2005,10.40621077,1376.629631,106.587875,Petrol,Manual,First,Grey,Hyderabad,490460,1,0,1,1,5,7,20,50000
Volkswagen,Virtus,2000,24.31124616,1337.912057,125.0909476,Petrol,Manual,Second,Black,Hyderabad,608025,1,1,0,1,4,5,25,467734.691
Nissan,Magnite,2000,19.31790404,1962.778426,157.2268539,Petrol,Manual,First,Red,Ahmedabad,312775,1,1,0,1,4,7,25,50000
Mercedes,E-Class,2014,21.54844343,2129.238145,,Petrol,Manual,Fourth+,Silver,Bangalore,86152,0,0,0,1,4,5,11,2891967.847
Hyundai,Creta,2007,17.28802651,1223.087517,95.61236238,Petrol,Manual,First,Silver,,137196,1,1,0,1,4,5,18,210272.0879
Volkswagen,Taigun,2006,18.68259958,834.6208801,53.60068364,Electric,Automatic,Third,Blue,Mumbai,192318,1,1,2,1,4,5,19,50000
Mercedes,E-Class,2001,26.26100723,1714.695487,127.9372008,Hybrid,Automatic,Fourth+,White,Delhi,179688,1,1,1,1,4,5,24,1083147.902
Volkswagen,Taigun,2004,,1538.390316,100.2544512,Petrol,Automatic,First,Black,,116382,1,1,0,1,5,5,21,706583.1036
Mercedes,C-Class,2010,17.58379846,1306.508548,,Diesel,,First,Blue,Chennai,339465,0,0,1,1,4,5,15,1273445.591
Skoda,Slavia,2002,18.41043826,2208.883061,176.8968076,Petrol,Automatic,First,White,Hyderabad,191061,1,1,0,1,5,5,23,683308.7834
Tata,Harrier,2024,18.11365693,1605.03735,102.701925,Diesel,Manual,First,Black,Delhi,24101,1,1,0,1,5,5,1,1037119.081
Mercedes,E-Class,2013,25.51123356,1731.197063,150.6618505,Petrol,Manual,First,Blue,Chennai,192936,0,0,0,1,5,4,12,2553643.094
Kia,Carens,2003,,1619.630045,140.6226995,Petrol,,Second,Blue,Bangalore,530838,1,1,0,0,5,5,22,518170.3781
Tata,Punch,2012,15.60534556,1786.008478,134.9515869,Electric,Automatic,Third,Silver,Delhi,240656,1,1,0,1,4,5,13,232093.9906
Hyundai,i20,2017,17.07972196,,76.88182214,Diesel,Manual,Second,,Delhi,111912,0,0,0,1,4,5,8,857054.146
Mahindra,XUV700,2011,14.10301442,1772.528949,150.612721,CNG,Manual,First,Brown,Bangalore,186312,1,0,0,1,4,7,14,748249.2832
Mercedes,C-Class,2001,17.38739122,2132.490523,160.9622043,Diesel,Automatic,First,Grey,Ahmedabad,538488,1,1,0,1,5,5,24,593352.929
Toyota,Corolla,2004,14.59681294,853.3807767,74.24314099,,Manual,First,Red,Hyderabad,518973,1,1,1,0,4,7,21,50000
BMW,X1,2011,18.5372399,1157.806137,109.1548408,,Automatic,First,Grey,Mumbai,297682,1,1,0,1,4,5,14,2226838.319
Tata,Nexon,2008,,1507.383733,103.0491977,Diesel,Manual,First,Red,Bangalore,155805,1,0,0,1,2,5,17,50000
Kia,Seltos,2018,6.661498852,1547.545858,155.2696683,Petrol,Manual,First,Silver,Bangalore,73206,1,1,1,1,4,5,7,419200.0188
Skoda,Octavia,2006,12.89280674,,75.06143937,Petrol,Manual,First,Grey,Pune,175313,1,1,0,1,4,5,19,518070.1543
Mahindra,Scorpio,2015,21.1402687,1265.18138,,Diesel,Manual,First,Blue,,153810,1,1,0,1,5,5,10,844668.1291
Honda,Amaze,2023,20.09192843,1146.658362,87.92256279,Diesel,Manual,First,Grey,Chennai,25754,1,0,1,1,4,5,2,544062.0094
Mercedes,E-Class,2012,25.80048662,1645.797268,103.612173,Petrol,Automatic,First,Red,Chennai,229255,1,1,0,1,5,7,13,2834887.726
Kia,Sonet,2024,,1131.142559,102.9211951,Petrol,Automatic,Third,Grey,Mumbai,23732,1,0,1,1,5,5,1,981562.2569
Mercedes,C-Class,2017,,1334.57201,114.0142639,Petrol,Automatic,Third,Brown,Mumbai,42392,1,1,0,1,4,5,8,3636858.42
BMW,3 Series,2024,10.11364236,2286.5541,132.5749026,Petrol,Manual,First,White,,15957,1,0,0,1,4,5,1,2405073.153
Hyundai,Verna,2013,15.34445436,1900.805123,157.8597918,Petrol,,Second,Silver,,292788,1,1,1,1,5,5,12,227435.5638
Hyundai,Verna,2021,13.88618594,1126.571853,70.0033769,Petrol,Manual,Fourth+,Red,Mumbai,78188,1,1,0,1,4,5,4,863828.181
Skoda,Kushaq,2010,30.68361521,1767.553058,119.122707,Diesel,Automatic,Third,Blue,Hyderabad,228780,1,1,0,1,4,5,15,609870.2241
Skoda,Kushaq,2002,14.54571521,,125.7130436,Petrol,Manual,First,Brown,Mumbai,347415,1,1,1,1,4,5,23,50000
Toyota,Yaris,2001,21.50796354,1173.455991,91.80921495,CNG,Manual,First,Black,Bangalore,251928,1,0,2,1,4,7,24,50000
Honda,City,2007,19.44555874,2087.236288,161.6870163,Electric,Manual,Third,Red,Ahmedabad,267516,1,1,0,1,5,5,18,559416.3418
Mercedes,GLA,2012,17.6816369,1515.336394,,Petrol,Manual,Second,Silver,Bangalore,255008,1,0,1,1,4,5,13,3119058.822
Hyundai,Creta,2006,19.54387831,,,Electric,Manual,Third,Black,Hyderabad,128497,1,1,0,1,5,5,19,399165.8505
Hyundai,Creta,2007,19.31285633,1254.820543,105.3041683,,Automatic,First,White,Bangalore,443268,1,1,1,0,4,5,18,112299.5781
Kia,Sonet,2006,22.1114344,1539.225476,145.968103,Diesel,Manual,First,Blue,,350094,1,1,0,1,5,5,19,505610.1218
Honda,Amaze,2012,18.06752011,3011.63247,244.5483126,Diesel,Automatic,First,,Delhi,120887,1,0,0,1,4,5,13,453820.6693
Skoda,Octavia,2022,25.48075266,1252.309266,108.8896889,Petrol,Automatic,First,Black,Ahmedabad,46650,1,1,0,0,4,7,3,1648123.4
Mercedes,E-Class,2020,13.9739514,1621.321805,116.2893578,Petrol,Manual,Second,Blue,Pune,76250,1,1,0,1,4,5,5,3528694.932
Honda,Civic,2017,15.98835741,800,93.58307129,Petrol,Manual,First,Grey,Bangalore,161736,1,1,0,1,4,5,8,1149089.416
Audi,Q5,2005,16.74507663,1406.859808,148.701809,Petrol,Automatic,First,,Pune,409500,1,1,0,1,5,4,20,1182438.728
Honda,City,2006,15.02032976,1307.228271,96.38123989,Petrol,Manual,Second,Red,Kolkata,315666,1,1,0,1,4,5,19,50000
Hyundai,Creta,2004,20.22301881,1714.596325,97.53761011,CNG,Manual,First,Brown,Hyderabad,176295,0,1,0,1,4,7,21,313535.5931
Mahindra,XUV700,2010,19.96809071,1567.423564,125.6806171,Diesel,Manual,Fourth+,Blue,Mumbai,171585,0,1,0,1,4,5,15,526942.3061
BMW,X3,2023,21.75666107,1291.465717,120.801754,Petrol,Manual,First,Black,Pune,30904,1,0,0,1,5,5,2,2940080.164
Honda,Amaze,2017,19.63062786,1588.486437,115.436963,CNG,Automatic,First,Blue,Mumbai,187648,1,1,0,1,4,5,8,1153309.239
Tata,Nexon,2023,14.5336034,1760.098399,143.8995105,Diesel,,First,Grey,Pune,30946,1,0,0,1,4,5,2,830063.7832
Nissan,Sunny,2020,20.34602126,1803.262749,145.1884274,Petrol,Manual,Second,Brown,Ahmedabad,55605,1,0,0,1,5,5,5,899004.3939
Kia,Carens,2019,20.08038243,1638.517448,132.2363749,Petrol,Automatic,First,Silver,Delhi,114402,1,1,0,1,5,5,6,797141.2652
Mahindra,Scorpio,2013,13.20446867,1700.480231,161.9164865,Petrol,Manual,First,Black,Bangalore,78636,1,0,0,1,4,5,12,230911.0957
Audi,Q3,2021,15.54684597,,146.9617809,Petrol,Automatic,First,Brown,Delhi,76168,1,1,0,1,5,7,4,2176327.204
Hyundai,Creta,2011,19.81283804,1636.160076,114.3907896,Petrol,Automatic,Second,Silver,Delhi,256200,1,1,0,1,5,5,14,50000
Nissan,Kicks,2023,19.91966211,1571.017278,126.1846999,Diesel,Manual,First,Grey,Hyderabad,33360,1,1,1,1,4,5,2,1019560.457
Kia,Sonet,2024,14.64225096,,106.668746,Diesel,Automatic,Second,Black,Kolkata,15092,1,1,0,1,5,5,1,1251123.938
Volkswagen,Taigun,2017,17.88549613,1795.60759,111.7744207,Electric,Manual,First,Blue,Ahmedabad,92424,0,1,2,1,5,7,8,1250401.586
Mahindra,Scorpio,2000,14.04159242,1911.517608,162.0419436,Petrol,Manual,Second,,Bangalore,264650,1,1,2,1,4,7,25,50000
Honda,Civic,2021,22.44448253,1353.380195,146.5339453,PETROL,,Second,Silver,,33308,1,1,0,0,4,5,4,1015172.169
Ford,EcoSport,2021,19.06964634,882.2318542,,Electric,Automatic,Third,Red,Pune,75516,1,1,1,1,5,5,4,1090036.407
Volkswagen,Polo,2022,18.47514916,1883.134857,111.3306481,Petrol,,First,Silver,Mumbai,50292,1,0,0,1,5,4,3,543181.1076
Toyota,Yaris,2014,20.61232224,1076.809767,93.99775987,Petrol,Manual,First,Blue,Hyderabad,184987,1,0,1,1,4,5,11,849473.6298
Toyota,Yaris,2015,15.07430363,986.7735514,77.94816382,Diesel,Automatic,Second,,Pune,102190,1,1,0,1,4,5,10,448410.9468
Honda,Amaze,2007,16.28462407,1709.497735,142.3737693,,Automatic,First,Brown,Ahmedabad,342900,1,1,0,1,2,5,18,696722.9842
Mercedes,GLA,2015,19.15601169,1882.780899,133.9280467,Electric,Manual,First,White,Kolkata,191570,1,0,0,1,5,5,10,1897119.563
Toyota,Yaris,2015,16.70163446,1214.666564,120.8082484,,Manual,First,,,60790,1,1,0,1,4,7,10,1284872.935
Mahindra,Scorpio,2000,21.81609203,800,58.22321492,Diesel,Automatic,First,Black,Chennai,495275,1,0,0,1,5,5,25,50000
Mercedes,C-Class,2012,18.58788958,1442.958765,97.44299931,Diesel,Automatic,Third,Red,Kolkata,241592,1,1,1,1,4,5,13,2196554.825
Honda,City,2018,19.79449091,1913.364283,172.497415,Hybrid,Manual,Second,White,Ahmedabad,108220,1,1,0,1,5,7,7,1243898.93
Volkswagen,Polo,2007,21.45654613,1435.018618,126.2527738,Hybrid,Manual,First,Red,Hyderabad,358218,1,1,0,1,5,5,18,498770.2206
Skoda,Kushaq,2018,,1671.803792,139.4411094,Petrol,Manual,First,Brown,Kolkata,95949,0,0,0,1,4,4,7,1477387.342
Hyundai,i20,2018,17.27288157,906.2611427,52.96831256,Petrol,Manual,Third,Brown,,166572,1,1,0,1,4,5,7,640312.357
Nissan,Kicks,2013,22.58832871,1088.854216,122.7975275,Petrol,Automatic,First,Red,Ahmedabad,68136,1,1,0,1,4,7,12,530604.339
Kia,Carens,2004,20.25756399,1896.324411,153.9858243,Diesel,Manual,First,Black,Kolkata,487704,1,0,1,1,4,7,21,50000
Honda,Amaze,2023,25.01525675,,79.52887591,Petrol,Automatic,First,Silver,Mumbai,41004,1,1,0,1,4,5,2,972384.296
Honda,City,2012,17.95603859,1243.554162,78.01020409,,Automatic,First,Red,Pune,1644318,1,1,1,0,5,7,13,5254780.252
Kia,Carens,2009,23.79724468,1286.916487,,Petrol,Automatic,First,Blue,Kolkata,280784,1,1,1,0,5,5,16,698066.9436
Ford,Endeavour,2001,15.55558242,1297.378569,107.4267591,Diesel,Automatic,Third,,Ahmedabad,519168,1,1,1,1,5,5,24,50000
BMW,X3,2015,18.17718857,,,Petrol,Manual,Second,White,Delhi,73980,1,1,0,1,4,5,10,1561899.933
Mercedes,GLA,2015,19.09575401,1576.411435,127.6659227,Petrol,Manual,First,Black,Pune,73050,1,0,0,1,2,5,10,1946119.537
BMW,3 Series,2005,23.07192683,,116.9846105,Petrol,Automatic,First,Black,Kolkata,423360,1,0,0,1,5,5,20,2219985.322
Tata,Harrier,2010,16.79067337,1671.448419,124.0798638,Electric,Automatic,First,Black,Pune,329775,1,1,0,1,4,5,15,50000
Toyota,Corolla,2020,16.43954225,1615.611697,139.548156,CNG,,Third,Blue,Bangalore,112340,1,1,0,1,4,5,5,785635.4957
Ford,EcoSport,2022,19.4326758,2263.460644,173.5878345,Electric,Automatic,First,Brown,Delhi,63981,1,1,1,0,2,5,3,1239973.74
Nissan,Sunny,2013,23.1739133,1062.480068,105.0035656,Diesel,Manual,First,Red,Chennai,268236,0,1,1,1,4,7,12,215182.6359
Hyundai,i20,2006,20.04900691,1433.84531,99.06180384,Diesel,Manual,First,Blue,Delhi,146224,1,1,0,1,4,5,19,224154.2152
Mercedes,E-Class,2001,16.79150921,1585.57444,117.8714866,CNG,Manual,First,Brown,Bangalore,529320,1,1,0,1,4,4,24,900519.3909
Nissan,Magnite,2015,18.0826468,800,45.34015447,,Manual,First,Silver,Hyderabad,94750,0,1,0,1,5,5,10,536974.5168
Audi,Q5,2018,25.16705824,2100.824767,173.2678027,Hybrid,Manual,First,Brown,Hyderabad,116144,1,1,0,1,4,5,7,3610529.991
Hyundai,Verna,2001,14.7409063,1981.055479,187.3797034,Diesel,,First,Blue,Pune,381000,1,1,2,1,5,5,24,379994.1212
Nissan,Magnite,2005,,1609.750002,153.4219732,,Manual,Second,Silver,Bangalore,164080,1,1,1,1,5,5,20,782935.709
Mahindra,Scorpio,2018,22.34782854,970.2940478,25.2534167,Hybrid,Manual,First,Brown,Chennai,146951,1,0,0,1,5,5,7,622706.8694
Kia,Carens,2019,13.09183596,1702.85899,133.5704461,Hybrid,Automatic,Second,Black,,103518,0,1,0,1,4,5,6,1044426.893
Volkswagen,Taigun,2006,20.71399825,1745.310239,156.1409862,Petrol,Manual,Second,Blue,Mumbai,268755,1,1,0,1,4,5,19,1226773.235
Volkswagen,Polo,2002,19.98858943,800,56.80952959,Diesel,Automatic,Fourth+,Black,Chennai,553242,1,1,0,1,4,5,23,293291.6254
Honda,Amaze,2014,16.80019984,1225.125993,,,Automatic,Second,Silver,Mumbai,70433,1,1,0,1,5,4,11,482239.5852
Hyundai,i20,2013,20.77863951,1410.042667,137.0302143,Diesel,Automatic,Second,,Delhi,94800,1,1,0,1,4,5,12,863698.7435
Toyota,Camry,2014,19.5737382,1873.441511,179.171157,Petrol,,First,Brown,Delhi,210694,1,1,1,1,5,7,11,794285.1578
Tata,Punch,2024,23.88508751,1724.510491,146.4814857,Electric,Automatic,First,Brown,Pune,13525,1,1,0,0,4,5,1,915245.109
Toyota,Camry,2013,21.00719313,1006.358448,57.67869991,Diesel,Manual,Third,,Ahmedabad,214008,1,1,2,1,5,5,12,590555.1596
Mercedes,GLA,2022,20.06463358,1241.151303,,Diesel,Manual,Third,Silver,Chennai,61710,1,1,0,1,4,5,3,2272142.456
Nissan,Sunny,2011,29.26217983,1771.621309,141.0091367,,Manual,First,Brown,Pune,323876,1,0,0,0,4,5,14,192996.4761
Nissan,Kicks,2010,14.42793479,1122.571964,66.55972207,Petrol,,First,Silver,Delhi,247065,0,1,0,1,4,7,15,643185.2701
Toyota,Camry,2021,23.17215373,,101.3796537,Hybrid,Manual,First,,Bangalore,41040,1,1,0,1,4,5,4,1509998.654
Kia,Carens,2015,17.21036311,1237.668805,149.4643782,Petrol,Manual,First,Silver,,158190,1,1,1,1,5,7,10,873580.1181
BMW,X3,2001,20.61507859,1710.808405,126.4635267,Diesel,Automatic,First,Grey,Kolkata,359688,1,1,0,1,5,5,24,644463.5295
Hyundai,i20,2022,21.24324465,,130.1932426,Diesel,,Second,Blue,Mumbai,44865,1,1,0,1,4,5,3,1046124.896
Tata,Punch,2013,21.79913151,2105.322357,160.5277441,Diesel,Automatic,First,Brown,Hyderabad,61116,1,1,1,1,4,5,12,429409.6557
Volkswagen,Taigun,2005,16.88264479,800,77.22941671,Petrol,Automatic,First,Red,Delhi,314640,1,1,0,1,4,5,20,669122.2845
Audi,Q5,2016,17.07068848,1273.365391,49.65083646,Hybrid,Manual,First,Silver,Bangalore,92178,1,1,0,1,4,5,9,2706352.523
Toyota,Camry,2013,21.21964201,2015.823168,165.4282839,Petrol,Manual,Second,White,Kolkata,182520,1,1,2,1,2,5,12,1126857.314
Skoda,Kushaq,2012,16.86637102,,,Petrol,Manual,Second,Black,Chennai,314990,1,1,1,1,4,5,13,566203.0251
Honda,Civic,2021,,1120.712396,49.07036684,Electric,Manual,First,Black,,87768,1,1,1,1,5,5,4,1020281.671
Skoda,Kushaq,2005,23.47247244,2117.07751,145.796875,Diesel,Manual,Fourth+,Red,,463060,1,1,0,1,5,5,20,960135.8547
Volkswagen,Taigun,2017,13.50638869,,126.830502,,,Third,Red,Pune,192928,1,1,0,1,4,5,8,853126.491
Mercedes,E-Class,2016,6.538052288,1317.331355,102.000523,Petrol,Automatic,Second,Blue,Delhi,116676,1,1,0,1,4,5,9,1900075.513
Ford,EcoSport,2020,16.83547362,1447.148374,133.2140166,Petrol,Manual,Second,Brown,Mumbai,55075,1,1,0,1,5,5,5,404688.4606
BMW,X1,2011,13.07985742,1313.585721,120.8867519,,Automatic,Fourth+,Black,Kolkata,153930,1,1,1,1,4,5,14,1174666.776
Kia,Sonet,2005,13.92296948,1112.65756,85.47127309,Petrol,Manual,First,Black,,162960,1,1,0,1,4,5,20,303682.3399
Ford,Endeavour,2007,16.16100479,800,31.02443507,,,Second,White,Delhi,156618,1,0,1,1,4,5,18,439449.4095
BMW,X1,2010,11.38202523,1607.941567,113.0064573,Petrol,Manual,Third,Silver,Bangalore,358170,1,0,0,1,4,5,15,2439654.209
Kia,Sonet,2017,29.93791508,1957.621319,136.130764,CNG,Automatic,First,Brown,,106832,0,0,1,1,5,5,8,1157813.629
Honda,Amaze,2009,23.84824404,1413.696268,127.6149385,,Automatic,Second,Grey,Mumbai,280608,1,1,2,1,5,5,16,676353.6166
Honda,Civic,2024,23.40486312,1859.563132,141.5182708,,Manual,Second,Grey,Delhi,16571,1,1,1,1,4,4,1,1650231.54
Honda,City,2004,17.12982234,1434.77611,,Electric,Manual,First,Red,Kolkata,245154,1,1,0,1,5,5,21,50000
Mercedes,E-Class,2014,,906.7309922,44.77939075,,Manual,Second,Grey,Chennai,208857,1,1,1,0,5,5,11,1864729.406
Audi,Q3,2021,11.40119273,2639.573701,220.9028052,Petrol,Manual,First,Red,Mumbai,20948,1,0,0,0,5,5,4,3373106.132
Ford,Endeavour,2000,13.32402338,1267.492441,84.77835664,,Manual,First,Black,Bangalore,590450,0,0,0,1,5,5,25,50000
Mercedes,E-Class,2022,18.68489081,1785.70555,155.5726532,Petrol,Manual,First,Red,Hyderabad,44127,1,0,0,1,5,5,3,1603403.874
Tata,Harrier,2021,21.55375238,899.4777051,42.49712026,Petrol,Manual,Third,,Pune,33684,1,1,0,1,5,7,4,683650.2652
Ford,EcoSport,2001,12.66352609,1664.26302,157.6402977,CNG,Automatic,First,Brown,Bangalore,406104,1,1,0,1,5,5,24,50000
Tata,Punch,2016,,,130.4246381,Diesel,Manual,First,White,Mumbai,167823,0,1,0,1,4,5,9,643976.199
Kia,Carens,2004,22.75949482,2116.422667,189.9673474,Petrol,Manual,Second,Silver,Delhi,419475,1,0,0,1,5,5,21,452693.2084
Volkswagen,Virtus,2009,,1870.371983,,CNG,Automatic,First,White,Mumbai,257472,1,1,0,1,4,5,16,624125.6428
Honda,City,2001,14.80017405,1530.674747,120.5819468,Hybrid,Manual,First,Black,Chennai,151968,1,0,3,1,4,5,24,271580.3564
Kia,Sonet,2024,18.60590564,1173.333461,101.2661306,Hybrid,Automatic,First,Blue,Ahmedabad,8043,1,1,0,0,4,5,1,1636077.988
Volkswagen,Taigun,2021,18.24011577,1106.489229,115.9095615,Petrol,Automatic,First,Red,,24636,1,1,1,1,5,5,4,1216119.319
BMW,3 Series,2021,20.31666451,1321.866782,117.5726548,Petrol,Automatic,First,Brown,Kolkata,41636,1,1,0,1,4,5,4,3622975.968
Kia,Seltos,2008,,1272.665621,115.6782119,Diesel,Manual,First,Grey,Delhi,165529,0,1,0,1,4,5,17,1234779.987
Audi,A4,2013,20.21751863,1719.32207,108.4330678,Diesel,Manual,Second,Blue,Hyderabad,141552,1,1,0,1,4,4,12,2966326.215
Tata,Harrier,2023,20.19255238,,,electrik,Automatic,First,,,29108,1,0,0,0,4,7,2,1143643.899
BMW,X1,2018,28.64359526,1588.296019,114.031983,Petrol,Manual,Second,,Ahmedabad,117222,1,0,0,1,4,2,7,2444797.425
Honda,Civic,2004,17.75282471,1909.452519,169.0163979,Diesel,Manual,Second,Silver,Delhi,319620,1,1,1,1,4,5,21,506980.1314
Skoda,Octavia,2013,23.82427666,1486.438493,144.3197493,Diesel,Manual,First,Blue,Kolkata,75660,1,1,0,1,4,5,12,744113.4249
Audi,A4,2008,18.46283092,1052.0802,69.09623187,,Manual,Third,,Hyderabad,255085,1,1,1,0,4,5,17,714010.1238
Honda,Civic,2017,9.386329757,1208.994394,118.8434767,Diesel,Automatic,First,Brown,Hyderabad,134632,1,0,0,1,4,5,8,443241.1445
Mercedes,C-Class,2019,19.29056619,1497.537268,124.0759264,,Manual,First,Grey,Chennai,46680,1,1,1,1,4,5,6,3468481.094
Nissan,Kicks,2023,17.43174816,1361.984996,105.6097613,Petrol,Manual,Second,Brown,Kolkata,15954,1,0,1,1,4,5,2,1154263.931
Mercedes,GLA,2009,24.82248852,1168.595162,119.8208967,Petrol,Manual,First,Black,Bangalore,397232,1,0,0,1,4,2,16,807906.1291
Audi,Q3,2001,19.06541799,1560.124197,121.2051518,Diesel,Manual,First,Silver,Delhi,205392,1,1,0,1,4,5,24,2751585.003
Audi,A4,2005,18.1067624,1699.659422,131.0143765,Petrol,Manual,Third,,Delhi,136900,1,1,1,1,4,5,20,2785949.666
Mahindra,Bolero,2004,19.19242539,1789.318371,,CNG,Automatic,First,Silver,Ahmedabad,469686,1,1,0,1,5,5,21,50000
Kia,Seltos,2009,18.71082722,,76.79736804,Hybrid,Manual,Second,Red,,149312,1,0,0,1,4,5,16,800593.2869
Mahindra,XUV700,2005,17.86434233,,158.1870052,Diesel,Manual,First,Silver,Hyderabad,374140,1,0,0,1,4,5,20,91908.26609
Honda,City,2017,22.11357283,1326.579194,95.18313838,petrol,Manual,First,,Bangalore,149456,1,1,0,1,4,5,8,1018287.74
Volkswagen,Virtus,2021,17.11268941,800,71.64992682,Diesel,Manual,Fourth+,Silver,Delhi,72872,1,1,0,1,4,5,4,1563512.358
Volkswagen,Virtus,2020,19.2847309,1997.759145,145.5065373,PETROL,,Second,Blue,,118570,1,1,0,1,4,5,5,887393.5469
Volkswagen,Polo,2020,20.56897353,1427.635322,116.0539382,Petrol,Manual,First,White,Bangalore,106575,1,0,0,0,4,5,5,502038.4042
Hyundai,i20,2020,20.29790584,1664.214285,133.6936093,Petrol,Automatic,First,Grey,Hyderabad,119980,0,1,0,1,4,5,5,904092.3121
Mahindra,XUV700,2004,19.98296484,1886.618464,,Petrol,Automatic,First,Brown,Mumbai,159138,0,1,0,1,5,2,21,782560.8429
BMW,3 Series,2005,22.59690163,1148.735013,92.94834978,Petrol,Manual,Second,Blue,Bangalore,381640,0,1,0,1,4,5,20,1980364.415
Honda,Amaze,2021,16.0948169,1580.931639,140.8651662,Electric,Manual,Second,Grey,Bangalore,80916,1,1,0,1,2,5,4,1274391.459
Hyundai,i20,2014,15.16694005,1394.943958,104.4722927,Petrol,Automatic,First,Black,Pune,174053,1,1,0,1,4,5,11,413909.0402
Nissan,Kicks,2011,26.71212201,2021.346913,126.5126461,Diesel,Manual,First,Red,Mumbai,152460,1,1,0,1,5,5,14,511860.4185
Kia,Carens,2010,12.68193637,970.3008127,,CNG,Manual,First,Red,Hyderabad,276900,1,1,0,1,5,4,15,60353.35445
Ford,Figo,2018,21.88788624,1254.343506,141.216394,Petrol,Manual,Fourth+,Black,Hyderabad,119553,0,1,0,1,5,5,7,1080550.155
